subject,repetition,context,interference,g,swap,SD,nTrials
14,1,1,0,0.00160476706909041,0.0106383654132163,38.2609356089873,24
14,1,1,1,0.174588339006274,0.00159753879829846,53.5467495891818,26
14,5,0,0,0.199943574878359,0.00199909455158886,22.4460767801003,23
14,5,0,1,0.693609845619703,0.000794665577165028,17.2332971469686,23
14,5,1,0,0.262306549152085,0.000716650043079947,24.1017347191373,24
14,5,1,1,0.278927700705519,0.00420656743301797,24.9748978658429,21
15,1,0,0,0.0771868642147592,0.000302305146980063,17.4790609601976,22
15,1,0,1,1.60260598344175e-05,0.00483028405204055,67.0532112365331,25
15,1,1,0,0.15536073936305,0.000432469802218484,13.4031980269636,24
15,1,1,1,0.891158238152051,0.0268735657922183,94130.4215097686,21
15,5,0,0,0.061400934975243,0.00175879921979103,22.5944185161304,24
15,5,0,1,0.0080250173779254,0.0372489981407342,25.7104811551302,23
15,5,1,0,0.158889813317899,0.000284771649645646,20.5599224822762,22
15,5,1,1,0.00202446868188526,0.00194589941352114,21.0770940954042,24
16,1,0,0,0.00302946416203962,0.00403718625364111,15.0675279245842,26
16,1,1,0,0.00881401786417561,0.000752288613698176,29.9602373176346,24
16,5,0,0,0.00105400547777372,0.00103919836359602,19.4975772140476,23
16,5,0,1,0.185998078171664,0.000342697751382161,18.6033815592333,25
16,5,1,0,0.0543552015761853,0.00159697470807089,23.4356154757179,27
16,5,1,1,0.241154292034104,0.00432776369206635,22.708120113893,24
17,1,0,0,0.17711066398852,0.00305449766869843,29.5580168597881,21
17,1,0,1,0.356000769821347,0.000140319052065094,35.6182184105547,25
17,1,1,0,0.0229974609003352,0.00403930795693001,28.2360403821923,26
17,5,0,0,0.00602928956906178,0.00144122572083945,14.0022135891526,28
17,5,0,1,0.00239961714833537,0.000641651434166086,18.5680692244816,23
17,5,1,0,0.00113191292964313,0.00596296481682476,18.2553100067281,24
17,5,1,1,0.00183053939566032,0.00223251365865149,20.2815735480007,25
18,1,0,0,0.0680130799960307,0.000358561373376871,16.4348408998161,25
18,1,0,1,0.652725698541382,0.0177559812335444,70.9518594338627,19
18,1,1,0,0.126223561875452,0.00399415849336093,16.0805450876046,27
18,1,1,1,0.146028478319079,0.0838935564020102,110.43540592282,18
18,5,0,0,0.00214441401336653,0.00800651027656041,16.531745696577,26
18,5,0,1,0.00129071873081065,0.00196611662322163,14.9122808319833,24
18,5,1,0,0.00240395226455517,0.00497230269437575,18.899710833386,27
18,5,1,1,0.00253534702994993,0.00517429542938663,16.3744807013845,24
19,1,0,0,0.0710871463044083,0.00208089555067583,18.8804918301902,23
19,1,0,1,0.221808639501878,0.00054526978114805,36.3531065102215,24
19,1,1,0,0.00435701476009968,0.00500018063477332,30.6537591833117,26
19,1,1,1,0.515656653113216,0.00306058143060471,24.4978998349237,21
19,5,0,0,0.147113990623517,0.00239361537236066,17.5714975279273,20
19,5,0,1,0.287305414111325,0.00219940735237981,14.8651295066469,22
19,5,1,0,0.15956316999146,0.000272648343176314,16.2127646478722,23
19,5,1,1,0.239923037033217,0.0016293390306073,15.4813289053445,21
